Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
South Korea,2020,Polio,Genetic,0.5,1.68,5.04,0-18,Female,803889.0,69.81,1.65,7.29,Therapy,27025.0,Yes,61.32,3521.0,2.31,30547.0,0.62,76.28
Uk,2011,Hiv/Aids,Cardiovascular,0.36,12.52,8.55,19-35,Female,670727.0,82.68,2.18,5.51,Therapy,21836.0,Yes,51.22,1074.0,6.89,25183.0,0.63,33.95
China,2018,Rabies,Autoimmune,0.9,2.28,9.56,61+,Female,513843.0,87.27,2.64,1.56,Surgery,30066.0,Yes,80.91,1182.0,2.75,80453.0,0.53,36.1
Brazil,2013,Covid-19,Parasitic,0.1,5.84,8.38,0-18,Male,340177.0,60.4,2.17,2.53,Vaccination,11634.0,No,67.18,3916.0,3.1,87978.0,0.66,42.02
South Korea,2023,Ebola,Metabolic,0.97,13.17,5.95,36-60,Female,455017.0,53.9,3.43,3.72,Therapy,27497.0,Yes,63.47,2022.0,0.33,90319.0,0.62,77.81
Germany,2024,Alzheimer'S Disease,Cardiovascular,0.97,9.54,8.47,61+,Male,402354.0,78.51,1.82,7.3,Surgery,35747.0,Yes,90.24,2836.0,7.32,84809.0,0.53,78.06
Brazil,2015,Tuberculosis,Metabolic,0.33,13.73,4.71,0-18,Female,758476.0,80.14,0.87,2.52,Therapy,15418.0,Yes,52.37,3049.0,0.73,79643.0,0.88,87.3
Italy,2019,Dengue,Genetic,0.6,14.18,1.59,19-35,Male,774959.0,76.95,1.87,6.5,Medication,27202.0,No,61.53,1647.0,1.42,5356.0,0.86,32.73
Germany,2013,Rabies,Genetic,0.55,1.77,6.53,0-18,Female,343881.0,75.58,1.05,2.77,Surgery,47931.0,No,82.64,4714.0,6.0,47454.0,0.59,61.37
Australia,2019,Hypertension,Parasitic,0.8,11.13,2.25,36-60,Female,871285.0,77.21,3.71,7.68,Therapy,23099.0,No,59.57,2452.0,2.14,2773.0,0.41,37.23
China,2024,Malaria,Infectious,0.82,13.54,1.15,19-35,Female,229581.0,88.08,2.54,7.17,Medication,1414.0,Yes,96.33,1929.0,5.3,13097.0,0.47,67.96
Italy,2017,Cancer,Chronic,0.13,13.66,3.46,0-18,Other,303583.0,72.91,4.77,2.62,Medication,23171.0,Yes,64.42,1437.0,6.56,69025.0,0.57,32.66
France,2010,Hypertension,Chronic,0.84,10.04,2.77,61+,Other,116373.0,58.37,3.51,3.69,Therapy,37290.0,Yes,50.42,987.0,4.73,90310.0,0.56,88.05
South Africa,2022,Hypertension,Viral,0.88,1.48,5.12,19-35,Female,141149.0,92.15,3.78,1.28,Therapy,7211.0,Yes,56.64,2784.0,5.84,55288.0,0.65,56.9
China,2021,Measles,Neurological,0.17,2.16,2.73,61+,Male,361269.0,69.03,3.3,7.45,Therapy,18917.0,Yes,96.23,1444.0,3.75,15253.0,0.46,31.19
Japan,2011,Diabetes,Parasitic,0.25,12.01,5.9,19-35,Other,916448.0,91.04,0.97,5.72,Medication,35525.0,Yes,92.35,1954.0,4.15,91673.0,0.52,64.68
Usa,2011,Dengue,Cardiovascular,0.95,8.69,1.02,36-60,Male,422473.0,51.14,3.4,3.31,Therapy,13967.0,No,90.14,4995.0,7.4,92063.0,0.54,65.91
Canada,2014,Rabies,Metabolic,0.18,3.89,4.0,19-35,Male,26864.0,79.61,0.8,3.29,Medication,8994.0,No,87.75,3201.0,8.4,42760.0,0.83,53.93
Usa,2012,Influenza,Autoimmune,0.42,13.75,9.06,61+,Male,136235.0,94.76,1.37,0.57,Vaccination,13125.0,No,88.21,3988.0,8.87,28759.0,0.6,30.89
Indonesia,2013,Dengue,Parasitic,0.92,8.4,6.75,61+,Other,518040.0,69.89,3.91,4.84,Vaccination,7424.0,No,95.44,922.0,4.04,30725.0,0.9,38.21
Usa,2022,Dengue,Viral,0.45,6.86,1.13,61+,Female,399403.0,90.88,4.02,6.61,Therapy,19653.0,Yes,96.17,3646.0,8.58,51337.0,0.61,34.29
Brazil,2017,Leprosy,Viral,0.88,0.4,2.23,36-60,Female,839212.0,75.5,1.69,4.63,Vaccination,28487.0,Yes,87.34,4770.0,2.58,18848.0,0.87,75.41
Nigeria,2011,Influenza,Parasitic,0.99,11.62,4.01,61+,Male,264602.0,55.51,2.79,3.68,Surgery,29740.0,Yes,87.35,3593.0,3.36,89053.0,0.4,52.93
Australia,2020,Diabetes,Infectious,0.11,14.23,6.95,19-35,Male,224345.0,50.48,0.73,9.24,Medication,8491.0,No,52.7,4669.0,8.89,57518.0,0.57,59.92
Brazil,2014,Rabies,Neurological,0.22,5.77,7.69,19-35,Female,638334.0,76.63,3.15,7.03,Vaccination,33083.0,No,63.18,678.0,8.85,44924.0,0.87,75.61
Russia,2018,Asthma,Infectious,0.26,0.5,4.48,0-18,Male,641977.0,72.26,3.01,3.5,Therapy,3616.0,Yes,95.45,3926.0,2.72,55109.0,0.49,78.78
Usa,2010,Hypertension,Genetic,0.31,5.66,5.98,19-35,Female,346284.0,79.89,0.62,7.65,Vaccination,47951.0,No,76.84,3599.0,8.26,51721.0,0.49,21.18
Argentina,2011,Hiv/Aids,Chronic,0.49,0.14,6.13,0-18,Other,351075.0,65.51,2.33,1.74,Medication,1322.0,No,71.25,1272.0,6.66,37880.0,0.5,78.72
China,2016,Hiv/Aids,Infectious,0.41,5.41,8.47,61+,Male,668885.0,67.41,2.47,7.39,Therapy,31962.0,Yes,94.87,4800.0,5.61,87561.0,0.85,54.1
Canada,2023,Diabetes,Viral,0.2,13.81,0.44,0-18,Female,553075.0,95.01,4.76,2.71,Medication,18709.0,Yes,53.58,1096.0,0.16,19165.0,0.87,32.28
Russia,2019,Alzheimer'S Disease,Respiratory,0.41,11.89,5.88,0-18,Female,681718.0,50.0,2.62,3.09,Therapy,25574.0,No,55.53,2177.0,3.92,90423.0,0.78,45.63
Germany,2013,Asthma,Infectious,0.19,3.78,0.71,36-60,Other,989506.0,74.08,2.65,4.56,Medication,18585.0,Yes,79.51,2821.0,7.02,43601.0,0.51,21.86
Indonesia,2021,Polio,Neurological,0.83,7.9,7.83,61+,Other,820357.0,89.76,3.22,5.89,Therapy,25966.0,No,93.73,1771.0,9.01,45625.0,0.6,43.21
South Africa,2020,Alzheimer'S Disease,Genetic,0.85,12.22,2.84,61+,Female,695302.0,96.41,4.38,6.17,Medication,23888.0,Yes,95.06,3232.0,8.39,94993.0,0.75,56.06
Indonesia,2018,Leprosy,Parasitic,0.46,3.57,3.04,0-18,Male,51092.0,91.54,4.7,8.9,Vaccination,26204.0,Yes,75.34,4664.0,7.72,24017.0,0.43,76.89
China,2024,Alzheimer'S Disease,Viral,0.81,2.57,6.28,19-35,Other,704773.0,91.82,2.51,3.01,Surgery,47590.0,No,86.17,3891.0,1.11,3290.0,0.69,65.88
Uk,2016,Hypertension,Chronic,0.45,11.77,7.81,19-35,Other,447504.0,88.01,3.2,0.7,Therapy,10353.0,Yes,51.49,3236.0,5.65,72886.0,0.75,89.65
Turkey,2011,Dengue,Autoimmune,0.15,9.15,2.77,61+,Other,585226.0,60.05,1.37,1.59,Therapy,49609.0,Yes,96.73,3278.0,2.98,62860.0,0.55,88.78
Saudi Arabia,2014,Rabies,Infectious,0.34,4.04,4.66,61+,Male,572154.0,51.28,4.41,6.44,Medication,33554.0,Yes,98.62,2988.0,1.21,56432.0,0.81,53.7
Germany,2023,Tuberculosis,Bacterial,0.22,9.46,4.98,36-60,Other,692552.0,93.33,1.31,7.14,Vaccination,46644.0,Yes,80.98,2250.0,9.75,43065.0,0.5,34.5
China,2020,Diabetes,Respiratory,0.64,12.26,8.62,0-18,Male,97999.0,69.1,2.96,2.42,Medication,48536.0,No,78.93,1709.0,6.71,98506.0,0.88,53.56
China,2019,Asthma,Autoimmune,0.77,1.56,7.53,36-60,Other,690027.0,75.78,3.89,8.5,Surgery,36887.0,Yes,54.97,3091.0,0.31,4587.0,0.52,23.79
Germany,2019,Rabies,Bacterial,0.34,9.45,7.76,19-35,Male,556394.0,94.73,3.82,2.83,Therapy,41649.0,Yes,71.41,3855.0,5.11,38613.0,0.44,36.49
Australia,2013,Hiv/Aids,Viral,0.32,9.59,9.62,61+,Female,360835.0,56.56,2.2,4.11,Therapy,241.0,Yes,64.0,2271.0,0.18,81202.0,0.81,22.45
Brazil,2012,Hepatitis,Bacterial,0.1,8.35,4.11,19-35,Other,35681.0,69.14,2.86,1.63,Therapy,13718.0,No,86.47,1348.0,7.35,56344.0,0.49,68.65
Saudi Arabia,2019,Measles,Respiratory,0.68,4.16,0.64,36-60,Female,88062.0,70.47,0.84,1.46,Surgery,16428.0,No,77.75,2567.0,4.67,83076.0,0.53,54.22
Australia,2013,Measles,Respiratory,0.54,12.02,4.05,36-60,Male,33938.0,77.45,2.86,7.25,Surgery,8237.0,No,58.66,4474.0,9.15,61732.0,0.65,62.25
Mexico,2015,Tuberculosis,Infectious,0.32,2.36,9.29,36-60,Female,531124.0,85.11,2.84,4.09,Surgery,30895.0,Yes,60.83,4372.0,8.72,11837.0,0.42,66.32
Nigeria,2017,Rabies,Genetic,0.71,6.54,5.92,61+,Other,56889.0,56.62,0.63,8.65,Therapy,30670.0,No,51.69,1199.0,9.04,24808.0,0.76,28.71
Uk,2022,Parkinson'S Disease,Chronic,0.47,11.62,0.29,61+,Female,225775.0,67.57,1.68,5.32,Surgery,11814.0,Yes,86.69,3965.0,9.95,42532.0,0.68,66.38
India,2023,Zika,Neurological,0.69,6.48,1.01,36-60,Other,747825.0,88.74,2.75,5.1,Surgery,7277.0,No,80.08,3880.0,5.35,1808.0,0.56,40.77
Indonesia,2023,Ebola,Viral,0.17,3.26,8.9,36-60,Female,821118.0,82.57,0.86,6.31,Medication,20210.0,No,60.19,2095.0,6.28,83504.0,0.69,33.47
Russia,2020,Hypertension,Neurological,0.43,13.46,0.92,61+,Other,715442.0,97.2,2.6,8.25,Therapy,17162.0,No,57.45,4819.0,5.98,70865.0,0.52,40.21
China,2012,Parkinson'S Disease,Respiratory,0.4,11.6,8.04,19-35,Female,622589.0,79.86,1.52,5.23,Therapy,24153.0,Yes,76.76,3675.0,8.21,36829.0,0.57,34.11
South Korea,2015,Leprosy,Infectious,0.18,4.12,1.83,36-60,Male,55188.0,61.56,2.33,7.68,Surgery,43179.0,Yes,72.39,1034.0,6.97,31068.0,0.71,71.23
Saudi Arabia,2021,Dengue,Chronic,0.18,5.77,2.81,61+,Female,688365.0,80.22,4.29,3.95,Therapy,354.0,Yes,94.17,334.0,7.64,39138.0,0.77,41.64
South Africa,2019,Leprosy,Metabolic,0.99,8.7,5.53,36-60,Male,140115.0,57.44,4.91,7.27,Vaccination,42216.0,No,61.67,3988.0,5.61,40722.0,0.64,35.12
China,2012,Hepatitis,Respiratory,0.71,3.28,1.83,19-35,Male,356637.0,78.27,4.76,5.88,Vaccination,40004.0,No,76.74,4645.0,5.24,54628.0,0.4,26.81
India,2015,Tuberculosis,Parasitic,0.14,5.98,6.79,0-18,Female,522697.0,59.06,3.92,3.04,Vaccination,32164.0,Yes,64.26,4701.0,8.32,12710.0,0.75,56.3
Argentina,2017,Hiv/Aids,Parasitic,0.66,10.98,0.94,36-60,Male,881196.0,99.67,0.9,0.75,Vaccination,37144.0,Yes,62.98,3233.0,4.66,20332.0,0.72,78.4
Saudi Arabia,2019,Hiv/Aids,Infectious,0.49,11.21,8.11,0-18,Other,232040.0,87.64,4.92,0.94,Medication,29187.0,No,89.07,3925.0,6.48,59483.0,0.63,61.27
India,2023,Cholera,Autoimmune,0.43,8.76,0.34,36-60,Other,886597.0,64.35,3.92,8.47,Surgery,6179.0,No,88.83,2700.0,9.69,9217.0,0.61,64.13
Mexico,2018,Parkinson'S Disease,Cardiovascular,0.93,2.44,8.26,19-35,Other,727422.0,78.42,4.58,3.43,Surgery,16836.0,No,60.15,1418.0,0.31,96366.0,0.81,76.91
South Africa,2012,Asthma,Respiratory,0.34,12.78,1.83,61+,Male,952215.0,56.31,1.71,3.78,Medication,37721.0,No,93.78,1464.0,5.28,17808.0,0.79,30.3
South Korea,2011,Cholera,Genetic,0.98,3.69,8.39,19-35,Male,513713.0,82.59,1.16,2.92,Surgery,23383.0,No,59.99,2375.0,2.52,96489.0,0.61,46.77
Usa,2020,Hiv/Aids,Metabolic,0.76,1.43,6.57,61+,Other,677083.0,70.74,2.5,1.26,Medication,25806.0,No,61.67,1630.0,7.15,7805.0,0.66,20.01
Brazil,2018,Diabetes,Chronic,0.42,11.9,8.65,61+,Female,845185.0,87.27,1.71,4.26,Therapy,41646.0,No,88.96,3040.0,9.64,31005.0,0.53,76.06
Indonesia,2023,Diabetes,Parasitic,1.0,6.68,1.81,36-60,Male,980153.0,62.69,3.38,9.15,Therapy,932.0,No,87.27,1943.0,6.92,21528.0,0.68,68.1
Saudi Arabia,2023,Covid-19,Parasitic,0.88,7.86,6.54,61+,Other,397223.0,91.73,2.53,2.81,Surgery,17978.0,No,89.63,3871.0,2.16,2053.0,0.54,87.39
Indonesia,2018,Measles,Viral,0.89,6.74,7.87,36-60,Other,740038.0,62.43,1.66,1.89,Surgery,32489.0,Yes,84.17,2048.0,0.57,90201.0,0.67,29.39
Australia,2019,Polio,Respiratory,0.51,3.89,5.26,19-35,Other,154629.0,59.32,2.92,9.56,Vaccination,3592.0,No,88.98,4549.0,7.63,98670.0,0.83,89.19
Uk,2014,Polio,Parasitic,0.29,6.25,8.94,36-60,Female,285831.0,88.03,1.52,9.12,Medication,35698.0,No,77.25,3748.0,5.22,94806.0,0.55,82.21
Indonesia,2012,Polio,Viral,0.89,10.73,5.27,36-60,Female,413160.0,90.99,2.77,5.5,Therapy,42779.0,Yes,93.17,2458.0,3.07,98544.0,0.54,31.37
Usa,2021,Measles,Genetic,0.21,3.93,7.43,61+,Female,520920.0,63.5,3.71,9.18,Vaccination,32700.0,No,59.03,1828.0,7.06,88274.0,0.53,82.19
Argentina,2023,Tuberculosis,Cardiovascular,0.83,13.43,7.36,61+,Other,68375.0,86.36,1.98,3.55,Therapy,27428.0,No,85.77,1131.0,2.1,78462.0,0.4,73.5
Brazil,2020,Diabetes,Cardiovascular,0.3,8.4,8.65,61+,Other,897976.0,93.67,2.72,2.51,Therapy,18863.0,No,65.22,4198.0,9.12,13264.0,0.45,82.74
Nigeria,2015,Tuberculosis,Metabolic,0.5,7.88,1.24,36-60,Other,161565.0,96.11,1.85,9.91,Therapy,1100.0,No,96.16,167.0,0.9,15304.0,0.49,34.27
Canada,2021,Dengue,Metabolic,0.83,1.7,9.13,36-60,Other,681331.0,64.25,4.76,4.23,Therapy,23728.0,Yes,57.14,4799.0,4.51,60715.0,0.6,37.6
Russia,2024,Asthma,Chronic,0.56,1.24,5.05,19-35,Female,276592.0,97.14,2.97,5.28,Surgery,6718.0,Yes,55.38,2197.0,2.75,2169.0,0.6,46.14
Nigeria,2015,Polio,Chronic,0.56,6.76,5.31,61+,Male,155382.0,80.91,1.39,7.46,Therapy,49243.0,No,78.73,157.0,8.84,761.0,0.89,54.81
France,2010,Rabies,Respiratory,0.32,4.51,2.14,61+,Female,846703.0,52.48,1.08,5.94,Therapy,17099.0,No,73.99,593.0,7.14,44157.0,0.73,75.64
Saudi Arabia,2017,Leprosy,Cardiovascular,0.82,9.07,1.84,36-60,Male,463096.0,91.41,2.67,1.46,Therapy,13054.0,No,77.26,4555.0,7.18,76760.0,0.44,58.99
South Korea,2022,Cholera,Infectious,0.19,3.77,9.23,19-35,Female,115517.0,76.13,1.09,6.32,Therapy,20288.0,No,86.55,4302.0,8.43,84405.0,0.51,83.39
Nigeria,2011,Measles,Respiratory,0.62,4.29,6.09,61+,Male,528294.0,83.27,1.58,2.17,Surgery,14759.0,Yes,91.54,339.0,0.74,6246.0,0.58,66.48
Mexico,2024,Malaria,Viral,0.77,7.88,7.94,61+,Male,876363.0,77.83,0.52,9.31,Medication,19809.0,No,63.16,1640.0,1.04,89965.0,0.67,54.62
India,2021,Hiv/Aids,Autoimmune,0.77,9.89,4.79,0-18,Other,732356.0,77.27,3.75,0.89,Therapy,44685.0,Yes,59.52,4038.0,7.98,67605.0,0.68,84.49
Turkey,2019,Covid-19,Viral,0.47,12.72,0.34,0-18,Male,366611.0,81.55,0.52,6.05,Surgery,7180.0,Yes,57.22,789.0,1.49,6348.0,0.68,45.34
Canada,2024,Leprosy,Respiratory,0.7,8.89,5.19,61+,Male,503230.0,59.87,2.4,2.59,Therapy,33558.0,No,76.74,452.0,9.65,20742.0,0.54,70.84
Saudi Arabia,2018,Zika,Parasitic,0.52,5.53,7.41,0-18,Other,855573.0,86.6,2.93,3.48,Vaccination,27551.0,No,67.8,3451.0,4.39,88405.0,0.57,52.5
Australia,2012,Cancer,Chronic,0.48,5.84,8.8,0-18,Male,94874.0,81.98,1.41,7.86,Surgery,8139.0,Yes,60.85,4017.0,3.85,81082.0,0.57,36.93
Australia,2021,Influenza,Viral,0.2,6.32,8.55,61+,Female,236048.0,61.82,3.37,7.42,Vaccination,802.0,No,81.62,3213.0,2.83,34824.0,0.71,86.4
Canada,2016,Measles,Neurological,0.27,12.3,6.81,19-35,Male,455156.0,68.45,0.88,7.15,Vaccination,33086.0,No,67.08,4614.0,0.5,45227.0,0.86,74.31
Usa,2015,Covid-19,Autoimmune,0.3,12.99,1.09,61+,Male,249190.0,73.07,4.8,1.22,Therapy,49004.0,Yes,70.48,215.0,1.44,92441.0,0.67,69.56
Italy,2013,Diabetes,Infectious,0.44,13.97,7.32,19-35,Other,697703.0,96.41,2.76,6.24,Therapy,8312.0,Yes,84.13,2251.0,9.01,5800.0,0.85,24.63
Russia,2023,Hypertension,Cardiovascular,0.84,5.54,4.73,61+,Male,767864.0,68.66,0.83,9.44,Therapy,105.0,Yes,91.44,3649.0,5.08,88946.0,0.54,88.18
Canada,2020,Hepatitis,Chronic,0.77,14.36,9.38,36-60,Female,423376.0,73.65,4.38,6.45,Vaccination,1903.0,No,90.35,4590.0,9.8,79183.0,0.48,84.06
Germany,2021,Ebola,Viral,0.16,11.41,4.17,19-35,Female,121325.0,69.95,0.57,4.29,Surgery,37911.0,Yes,60.1,586.0,6.46,75278.0,0.59,58.91
Russia,2020,Hiv/Aids,Genetic,0.25,12.53,3.09,61+,Other,459091.0,82.34,0.85,3.92,Medication,28664.0,No,57.73,2424.0,5.9,95443.0,0.53,47.16
Turkey,2020,Covid-19,Genetic,0.39,9.03,1.01,19-35,Male,425397.0,67.39,2.74,3.12,Vaccination,12109.0,Yes,50.08,4074.0,2.92,71370.0,0.57,33.96
Usa,2013,Cholera,Viral,0.19,5.22,8.79,61+,Other,842887.0,80.78,4.37,4.83,Medication,24212.0,No,62.87,2805.0,9.85,25429.0,0.76,88.64
Indonesia,2022,Cholera,Autoimmune,0.63,8.38,9.66,61+,Other,41106.0,73.32,4.29,7.93,Therapy,7193.0,No,79.61,1335.0,6.01,2551.0,0.66,65.28
Argentina,2024,Covid-19,Parasitic,0.98,13.57,7.21,61+,Other,614611.0,97.91,2.21,6.1,Vaccination,17748.0,No,72.86,4344.0,6.42,43943.0,0.57,28.54
China,2021,Asthma,Genetic,0.94,9.13,4.54,0-18,Female,69089.0,56.85,2.92,3.66,Surgery,46510.0,No,62.79,3762.0,1.05,33694.0,0.48,69.67
Italy,2013,Diabetes,Genetic,0.73,10.91,6.15,19-35,Other,593777.0,83.78,0.67,8.64,Medication,19037.0,No,67.82,1481.0,0.69,56932.0,0.61,30.43
Japan,2010,Malaria,Cardiovascular,0.53,6.36,0.31,19-35,Female,632427.0,59.65,0.58,2.69,Medication,34646.0,Yes,88.16,4061.0,6.74,62029.0,0.66,58.04
Germany,2018,Hypertension,Neurological,0.25,1.55,9.1,61+,Other,843644.0,83.33,0.59,4.07,Medication,48782.0,Yes,59.79,3080.0,3.3,88201.0,0.72,47.22
Australia,2014,Polio,Viral,0.37,0.57,5.01,36-60,Male,214158.0,70.95,2.78,3.87,Vaccination,47946.0,No,82.61,2029.0,1.22,48857.0,0.82,52.46
South Africa,2013,Hiv/Aids,Autoimmune,0.39,1.72,7.21,19-35,Other,56572.0,99.42,3.37,1.9,Therapy,32851.0,No,91.33,3099.0,5.11,91299.0,0.7,57.21
Argentina,2013,Leprosy,Bacterial,0.82,14.04,0.35,0-18,Female,181630.0,71.96,4.13,9.23,Surgery,19111.0,No,73.76,3006.0,5.86,59741.0,0.53,34.26
Uk,2020,Leprosy,Chronic,0.98,0.21,8.24,19-35,Male,997570.0,65.44,1.3,2.56,Surgery,10995.0,Yes,89.02,4860.0,8.05,27707.0,0.73,44.3
Russia,2020,Measles,Infectious,0.9,0.23,8.79,0-18,Other,407762.0,51.6,4.53,1.75,Vaccination,34534.0,No,62.34,3996.0,4.32,23694.0,0.62,66.59
Nigeria,2015,Influenza,Autoimmune,0.61,10.05,4.03,36-60,Male,848114.0,50.74,2.57,1.65,Vaccination,20662.0,Yes,89.83,3126.0,7.49,77405.0,0.43,58.23
China,2024,Cholera,Cardiovascular,0.94,14.81,6.98,61+,Other,335943.0,95.96,1.05,7.58,Vaccination,39444.0,No,52.7,754.0,8.27,94528.0,0.51,66.37
Japan,2012,Leprosy,Infectious,0.68,1.18,4.81,0-18,Male,186128.0,88.69,3.72,4.06,Surgery,1728.0,Yes,83.56,1746.0,3.8,93259.0,0.86,42.95
China,2017,Covid-19,Chronic,0.77,4.99,6.68,0-18,Other,301720.0,82.58,2.81,4.97,Therapy,2710.0,No,72.75,3292.0,6.86,9689.0,0.58,53.58
Germany,2019,Leprosy,Bacterial,0.17,11.97,2.49,19-35,Female,705045.0,86.08,4.98,4.31,Surgery,9419.0,No,51.41,2896.0,7.51,86558.0,0.88,80.38
Nigeria,2014,Hiv/Aids,Cardiovascular,0.14,14.64,9.38,36-60,Male,742352.0,59.7,1.61,1.34,Medication,9630.0,Yes,78.34,3731.0,9.92,67824.0,0.67,22.05
Argentina,2015,Ebola,Respiratory,0.58,9.46,7.45,61+,Other,977608.0,82.99,0.86,8.99,Surgery,45575.0,Yes,57.27,528.0,9.15,62314.0,0.83,85.73
Japan,2022,Hypertension,Respiratory,0.39,13.81,2.17,0-18,Other,338843.0,85.14,2.41,6.84,Medication,17043.0,No,90.22,883.0,3.13,32171.0,0.88,83.16
Nigeria,2013,Malaria,Viral,0.84,2.57,9.95,61+,Female,122289.0,99.89,0.58,3.64,Medication,338.0,No,58.85,4784.0,9.37,20346.0,0.73,39.65
Germany,2011,Parkinson'S Disease,Neurological,0.3,7.04,8.35,0-18,Female,312192.0,77.04,2.47,2.85,Vaccination,3562.0,No,62.28,2432.0,9.83,99000.0,0.66,67.05
Brazil,2011,Ebola,Respiratory,0.44,5.55,2.67,0-18,Male,147941.0,73.93,1.8,4.11,Vaccination,38331.0,Yes,51.96,3383.0,1.74,73662.0,0.52,62.9
France,2018,Zika,Respiratory,0.62,7.4,1.13,36-60,Other,414287.0,66.37,1.13,1.13,Therapy,33770.0,No,97.51,4798.0,1.24,24260.0,0.66,22.9
China,2017,Polio,Infectious,0.57,7.68,5.23,36-60,Female,107530.0,93.41,1.16,1.76,Medication,1544.0,Yes,87.66,3591.0,0.11,42160.0,0.83,47.89
Brazil,2022,Influenza,Autoimmune,0.97,3.72,5.82,61+,Male,805761.0,58.11,1.89,3.9,Surgery,15022.0,No,89.77,4565.0,9.67,4054.0,0.7,81.74
Brazil,2016,Tuberculosis,Chronic,0.96,3.66,2.91,61+,Female,509034.0,55.41,2.05,9.61,Surgery,4204.0,Yes,80.77,2552.0,4.47,60417.0,0.64,54.78
Uk,2019,Diabetes,Viral,0.82,1.14,4.69,61+,Male,944892.0,63.1,3.0,7.2,Therapy,13121.0,No,78.12,1403.0,7.67,51004.0,0.73,77.11
Uk,2022,Diabetes,Bacterial,0.13,3.88,9.55,36-60,Male,615067.0,73.76,2.01,4.22,Medication,18682.0,Yes,54.35,368.0,6.77,13347.0,0.89,24.32
Nigeria,2013,Hepatitis,Chronic,0.78,12.91,3.04,36-60,Male,431118.0,56.12,4.79,9.99,Medication,33538.0,No,51.85,471.0,1.16,29017.0,0.53,80.18
China,2023,Cholera,Respiratory,0.97,12.27,7.45,36-60,Other,290975.0,66.22,4.36,7.47,Therapy,972.0,Yes,70.29,3137.0,9.74,13274.0,0.75,88.79
Argentina,2019,Hepatitis,Viral,0.44,3.5,6.51,61+,Other,500420.0,74.99,0.57,1.51,Medication,26822.0,No,60.18,3270.0,8.98,82010.0,0.79,52.53
Indonesia,2020,Leprosy,Metabolic,0.65,5.79,6.08,19-35,Female,969636.0,88.42,1.37,2.49,Surgery,22672.0,Yes,53.62,4772.0,5.95,52816.0,0.84,20.17
Turkey,2024,Measles,Parasitic,0.43,2.9,2.2,0-18,Other,339784.0,97.02,3.29,8.25,Medication,28537.0,No,62.53,3977.0,6.15,59086.0,0.55,78.5
India,2024,Hepatitis,Viral,0.72,6.65,7.53,61+,Other,952267.0,81.21,3.28,8.68,Therapy,19066.0,Yes,72.8,3887.0,5.63,90520.0,0.59,30.17
France,2012,Malaria,Infectious,0.75,2.84,8.2,19-35,Male,915052.0,81.6,1.42,3.58,Therapy,17407.0,Yes,63.58,1027.0,0.96,97465.0,0.87,86.49
Russia,2023,Parkinson'S Disease,Respiratory,0.47,6.19,9.63,36-60,Other,198597.0,71.01,1.56,3.24,Therapy,35613.0,Yes,81.06,1318.0,8.95,97941.0,0.74,56.35
Saudi Arabia,2016,Hiv/Aids,Respiratory,0.43,3.53,9.18,36-60,Female,521209.0,76.08,2.11,7.25,Medication,31346.0,No,86.78,4545.0,9.81,60159.0,0.57,31.82
Turkey,2013,Dengue,Bacterial,0.54,9.51,0.49,19-35,Male,180517.0,53.29,3.48,7.37,Therapy,43749.0,No,55.62,1966.0,4.39,23726.0,0.53,88.42
Argentina,2019,Zika,Infectious,0.97,11.84,9.27,36-60,Other,409803.0,78.69,4.63,3.88,Therapy,17969.0,Yes,63.3,804.0,1.06,29396.0,0.43,71.29
Canada,2019,Malaria,Cardiovascular,0.72,5.02,8.54,0-18,Male,324932.0,77.33,3.64,5.35,Therapy,36146.0,Yes,92.48,3873.0,0.55,54331.0,0.63,54.27
Japan,2013,Malaria,Chronic,0.49,2.85,9.44,36-60,Female,864223.0,63.57,2.24,9.66,Vaccination,26006.0,No,64.98,3386.0,7.85,15097.0,0.83,28.91
Germany,2017,Alzheimer'S Disease,Respiratory,0.47,2.64,0.37,19-35,Male,882298.0,88.65,2.98,0.59,Medication,24262.0,No,65.16,1780.0,5.24,61953.0,0.47,72.75
Usa,2023,Parkinson'S Disease,Chronic,0.8,7.91,3.95,0-18,Male,158743.0,60.4,0.64,9.99,Surgery,33242.0,Yes,68.42,3297.0,2.08,10221.0,0.67,77.53
Indonesia,2022,Measles,Chronic,0.25,13.28,6.91,19-35,Female,588707.0,93.46,1.13,3.17,Therapy,3536.0,No,57.62,3428.0,0.85,24632.0,0.43,74.6
Indonesia,2018,Zika,Genetic,0.45,9.56,1.63,61+,Male,528598.0,54.0,4.62,1.81,Surgery,20255.0,No,91.91,1467.0,4.53,50593.0,0.72,54.19
India,2016,Parkinson'S Disease,Cardiovascular,0.35,0.58,7.66,36-60,Female,521258.0,81.72,0.93,3.31,Vaccination,10343.0,No,77.46,4150.0,5.08,93733.0,0.89,28.19
South Korea,2022,Rabies,Autoimmune,0.97,6.05,7.93,61+,Female,535196.0,73.18,2.12,5.94,Surgery,27158.0,No,97.5,898.0,5.85,32449.0,0.7,36.4
